Full Name,Nurse Number,Nurse Type,Pay,1(Monday),2(Monday),3(Monday),4(Tuesday),5(Tuesday),6(Tuesday),7(Wednesday),8(Wednesday),9(Wednesday),10(Thursday),11(Thursday),12(Thursday),13(Friday),14(Friday),15(Friday),16(Saturday),17(Saturday),18(Saturday),19(Sunday),20(Sunday),21(Sunday),22(Monday),23(Monday),24(Monday),25(Tuesday),26(Tuesday),27(Tuesday),28(Wednesday),29(Wednesday),30(Wednesday),31(Thursday),32(Thursday),33(Thursday),34(Friday),35(Friday),36(Friday),37(Saturday),38(Saturday),39(Saturday),40(Sunday),41(Sunday),42(Sunday)
Lyndon Matt,1,Mental Health Nursing,72000,0,0,1,2,0,1,1,0,1,0,2,1,2,0,1,0,0,1,1,1,2,0,1,0,1,2,2,1,0,2,0,2,2,1,0,0,1,0,0,1,1,1
Trisha Roger,1,Neonatal Nurse,88000,2,0,1,2,1,0,0,2,2,0,1,2,0,2,2,0,1,1,1,2,1,2,1,0,2,2,2,1,1,1,1,2,2,1,2,1,2,0,0,0,1,1
Marion Ronaldo,1,Clinical Nurse Specialist,97000,1,1,1,0,0,1,2,2,1,0,2,1,1,1,0,1,1,0,2,1,0,0,2,0,2,0,2,0,1,0,1,1,0,2,1,2,1,1,2,1,0,2
Scotty Daryl,1,Mental Health Nursing,72000,2,2,0,0,1,2,1,0,2,1,1,2,2,1,1,2,2,1,0,0,2,0,0,2,1,0,0,0,2,0,2,2,0,1,1,1,0,0,0,0,1,2
Thelma Samson,1,Surgical Nurse,78000,1,1,0,1,2,2,1,1,2,0,1,0,0,0,1,0,0,2,0,2,2,2,2,1,2,1,0,1,0,1,2,1,0,0,0,2,1,2,1,2,2,0
Joan Meagan,1,Emergency Nursing,82000,1,1,2,0,0,1,1,1,2,0,2,1,2,2,1,1,1,2,0,0,1,1,1,1,0,1,0,2,2,1,0,1,2,1,1,1,0,1,0,1,1,0
Kizzie Leroy,1,Mental Health Nursing,72000,1,1,0,0,2,1,0,2,0,2,2,1,0,0,0,0,2,0,2,2,2,1,1,2,2,2,1,2,2,1,0,0,0,1,2,1,2,1,2,2,1,0
Amos Nettie,1,Emergency Nursing,82000,2,0,0,2,2,1,1,2,0,2,0,2,2,0,0,1,1,0,0,1,1,2,1,0,2,0,1,1,2,2,2,0,0,2,1,1,0,2,1,2,2,1
Celia Major,1,Public Health Nurse,65000,1,1,1,2,1,0,0,2,1,0,0,2,1,0,1,2,0,2,0,0,0,2,2,0,2,1,1,2,2,0,2,0,2,2,0,0,2,0,1,0,2,2
Nia Carolann,1,Critical Care Nurse,85000,0,0,0,1,2,2,0,0,2,1,1,1,0,1,0,2,2,0,2,0,1,2,2,2,0,0,1,2,1,0,0,0,0,0,2,1,1,2,1,1,1,2
Patricia Stacy,1,Emergency Nursing,82000,1,0,2,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,1,2,2,1,2,1,1,0,0,1,2,1,0,0,1,1
Kirk Arvid,1,Occupational Health Nursing,73000,2,1,0,1,2,2,1,2,2,0,2,0,1,1,2,0,0,0,0,1,1,2,1,0,2,1,2,1,0,0,1,0,2,0,2,2,1,0,0,1,2,0
Angelo Natasha,1,Occupational Health Nursing,73000,1,2,2,2,1,1,2,0,1,2,2,0,2,1,1,0,2,0,2,1,1,2,2,0,1,1,2,0,0,1,2,0,0,1,0,0,2,1,0,1,0,2
Arlo Kathie,1,Clinical Nurse Specialist,97000,0,1,0,1,2,2,1,0,2,0,1,0,1,2,0,0,2,0,1,0,1,0,1,0,0,1,0,0,2,0,1,2,1,0,0,0,0,1,0,0,2,1
Makayla Classie,1,Critical Care Nurse,85000,2,2,1,1,2,0,1,2,0,1,1,0,0,2,2,1,1,0,2,2,2,0,0,0,2,2,0,0,1,1,2,1,1,2,2,1,1,1,1,1,2,1
Priscilla Charisse,1,Nurse Midwife,91000,2,2,0,1,0,0,2,0,1,0,1,1,0,1,0,1,1,1,1,2,0,1,0,2,2,1,2,1,1,0,0,0,0,2,1,1,1,2,1,1,2,1
Lucia Paris,1,Nurse Educator,70000,1,0,2,0,0,0,2,2,1,1,0,1,2,2,1,2,1,0,0,2,1,0,1,2,1,1,1,2,2,2,2,0,2,0,0,2,1,0,1,1,2,2
Ike Cecile,1,Licensed Practical Nurse,60000,2,1,1,2,1,1,2,2,1,0,1,0,0,1,0,2,2,1,0,2,0,1,2,1,2,0,1,1,2,1,1,0,1,2,1,1,1,1,0,1,1,2
Delphia Nola,1,Occupational Health Nursing,73000,0,2,0,0,0,2,0,2,0,1,2,2,2,0,0,0,2,2,1,1,1,0,1,2,1,2,0,1,0,0,2,0,2,1,2,2,1,0,0,1,2,0
Santos Marti,1,Critical Care Nurse,85000,1,2,0,1,0,1,2,0,1,2,0,0,2,0,2,0,0,2,0,1,0,0,0,1,2,2,0,1,0,2,2,1,1,1,1,1,0,1,2,1,0,0
Jean Tommie,1,Critical Care Nurse,85000,2,1,2,0,1,2,2,2,2,0,1,0,2,1,1,1,0,1,0,0,1,1,1,0,2,1,1,0,0,0,1,2,0,0,0,0,1,2,0,1,2,1
Miles Nathalie,1,Clinical Nurse Specialist,97000,2,0,0,2,0,0,2,1,0,2,1,0,1,1,0,0,0,0,2,0,1,0,0,2,1,2,2,1,2,2,1,0,2,0,0,1,1,1,2,2,2,2
Jami Carolina,1,Pediatric Nursing,68000,1,0,1,1,2,2,2,0,0,1,2,1,0,0,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,2
Jillian Howard,1,Neonatal Nurse,88000,0,0,1,0,2,2,1,1,2,1,2,0,2,1,1,0,2,0,2,1,1,0,1,0,2,1,1,2,2,2,2,1,2,0,2,0,1,0,1,2,1,0
Janis Missouri,1,Cardiac Nursing,80000,1,1,0,1,0,0,2,0,1,2,0,0,2,2,2,1,0,2,0,0,1,2,2,1,1,0,0,1,0,1,1,0,0,2,0,2,0,1,0,2,2,1
Arrie Alana,1,Critical Care Nurse,85000,0,2,2,1,1,2,2,0,0,0,1,0,1,1,0,0,0,2,2,1,2,1,0,2,0,0,1,0,0,2,2,0,1,2,0,0,0,1,0,1,1,0
Isabella Raymond,1,Mental Health Nursing,72000,0,2,0,1,0,1,2,1,2,0,1,2,2,0,2,0,0,1,0,2,2,1,1,0,0,2,0,1,1,0,2,2,2,1,2,0,1,2,2,1,0,2
Tillie Brooks,1,Occupational Health Nursing,73000,2,0,0,0,1,2,2,1,1,1,2,2,0,2,1,2,2,2,2,2,0,2,0,2,1,0,2,2,2,2,1,0,2,2,1,2,1,1,2,1,0,1
Lisette Ray,1,Nursing Management,93000,2,2,0,1,1,2,0,1,0,1,0,1,0,0,0,2,1,1,1,0,0,1,2,2,1,2,1,0,2,1,0,2,1,1,0,1,1,2,2,1,1,0
Louisa Russ,1,Clinical Nurse Specialist,97000,2,1,0,0,1,1,1,2,2,0,0,1,1,2,0,0,2,2,2,2,0,1,1,1,2,0,0,0,0,2,0,0,0,1,1,0,0,2,0,1,0,2
Marshall Brayan,1,Nursing Management,93000,2,2,1,2,0,2,2,0,2,2,2,1,1,1,0,2,0,0,2,2,2,2,1,2,1,2,1,0,2,2,0,0,0,2,1,0,1,2,2,0,1,2
Billye Olivia,1,Emergency Nursing,82000,1,2,0,2,2,1,1,2,0,2,2,0,1,0,0,2,1,1,0,0,0,2,1,2,0,2,0,2,0,1,1,2,0,1,0,1,2,0,0,0,0,1
Valerie Norris,1,Critical Care Nurse,85000,2,2,0,0,1,1,1,0,0,1,0,0,0,0,2,2,2,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,2,1,1,0,2,2,0,2
Mabel Annmarie,1,Health Informatics,95000,0,1,1,1,1,1,2,0,0,2,2,2,0,2,0,2,1,2,2,2,0,2,2,1,1,1,2,0,1,2,1,1,2,2,2,1,1,0,1,2,2,2
Prince Lea,1,Mental Health Nursing,72000,0,1,2,0,2,2,0,0,0,2,0,1,1,1,1,1,1,2,2,2,0,2,2,0,2,0,2,2,0,2,2,1,1,1,1,2,0,1,1,1,2,1
Gust Clifford,1,Mental Health Nursing,72000,1,0,2,1,1,0,0,2,2,0,2,0,1,2,0,2,1,2,0,1,2,1,1,0,0,1,2,1,0,2,2,1,0,0,2,1,1,2,0,1,1,2
Ruthann Ouida,1,Registered Nurse,75000,2,2,0,2,2,0,0,2,0,1,2,1,0,0,2,0,2,2,1,2,1,1,0,0,1,0,0,2,0,0,2,2,0,2,0,1,2,0,1,1,1,1
Sue Alonza,1,Cardiac Nursing,80000,0,1,2,0,0,2,2,2,1,1,1,1,2,0,1,1,2,2,2,0,0,1,2,1,1,2,0,1,0,0,1,2,0,2,2,2,0,2,1,0,0,1
Ester Jimmie,1,Pediatric Nursing,68000,0,0,1,2,1,1,0,1,0,1,0,1,2,0,0,2,0,0,1,0,2,1,1,2,0,1,1,1,2,2,1,0,0,0,2,2,2,2,0,1,1,2
Shari Stewart,1,Nursing Management,93000,1,2,2,1,2,1,1,0,2,0,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,2,0,2,0,0,0,1,0,0,2,0
Francisco Terry,1,Mental Health Nursing,72000,0,2,1,1,2,1,1,2,1,0,2,0,0,0,1,0,2,1,1,2,1,1,1,1,0,0,1,2,1,2,0,2,1,0,2,0,2,1,0,0,0,0
Earle Reginald,1,Public Health Nurse,65000,2,1,2,0,0,0,2,2,1,2,0,2,1,0,2,2,1,0,2,2,0,1,1,2,1,1,1,0,0,2,0,2,2,1,1,0,2,1,0,0,2,1
Rosanna Dickie,1,Mental Health Nursing,72000,1,2,1,0,0,0,0,1,0,2,0,0,0,0,1,1,1,1,2,2,2,2,1,0,1,0,1,1,0,2,1,1,0,2,2,1,1,1,1,1,1,0
Keith Christina,1,Mental Health Nursing,72000,0,1,2,2,0,0,1,1,1,0,2,1,1,2,2,0,1,1,1,2,2,1,0,1,1,0,2,1,0,2,1,1,2,2,2,1,1,2,2,0,1,2
Miles Leonel,1,Neonatal Nurse,88000,1,2,0,2,1,2,0,0,1,1,2,1,1,0,2,2,0,2,1,2,1,2,0,0,1,1,2,2,1,2,1,1,2,1,0,1,1,1,0,2,0,2
Evelin Marco,1,Neonatal Nurse,88000,2,0,0,2,2,2,1,1,2,1,0,0,1,2,0,2,0,1,0,2,0,1,2,2,0,1,2,2,1,0,0,1,1,1,1,0,1,2,0,2,1,1
Mitchell Johnie,1,Mental Health Nursing,72000,0,2,1,1,0,2,0,0,1,0,0,0,1,2,0,1,2,1,0,1,2,1,0,2,2,2,2,1,0,0,0,0,2,2,2,1,0,1,1,2,1,1
Hayley Hardy,1,Labor and Delivery Nurse,90000,2,2,2,2,1,1,0,0,2,0,2,0,2,2,1,1,1,2,1,1,0,0,2,0,0,2,2,2,1,2,2,2,1,2,2,2,0,2,1,1,0,0
Doyle Mindy,1,Mental Health Nursing,72000,0,2,2,1,2,1,1,1,0,0,0,1,2,1,0,2,1,0,2,2,2,1,0,1,0,0,1,0,2,2,0,1,2,0,2,0,2,0,0,1,1,0
Helen Leo,1,Public Health Nurse,65000,0,2,0,1,1,2,2,0,2,2,2,1,0,0,1,2,0,1,2,1,1,1,1,0,2,1,1,2,0,1,2,1,2,1,1,1,0,1,2,0,0,0
Coby Lew,1,Public Health Nurse,65000,1,1,1,0,1,1,1,0,1,1,0,0,1,2,2,0,1,2,2,0,1,1,2,1,2,1,0,0,0,2,2,2,1,2,0,1,0,1,1,0,2,2
Brent Juliet,1,Registered Nurse,75000,1,1,1,0,2,0,0,1,1,1,1,2,2,2,2,2,0,0,2,2,0,2,0,0,0,2,0,2,1,2,1,0,2,2,0,2,2,0,2,2,1,1
Beatrice Pinkie,1,Nurse Educator,70000,0,0,1,0,2,2,2,1,2,1,2,2,0,1,1,1,2,0,2,2,0,1,0,0,0,0,0,1,0,1,2,2,0,0,0,1,0,0,1,0,0,0
Frieda Allan,1,Nursing Management,93000,2,1,2,2,1,2,2,1,0,1,1,2,0,1,2,1,2,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,2,0,2
Lucille Jodi,1,Clinical Nurse Specialist,97000,0,0,2,0,2,1,2,0,0,1,1,2,2,0,0,1,0,0,0,2,2,0,2,1,1,1,1,0,0,1,1,2,2,0,2,2,1,2,2,2,2,2
Rosanna Bartley,1,Nurse Practitioner,100000,2,1,1,2,0,1,0,2,2,1,0,2,1,2,0,2,1,0,0,0,1,0,0,1,1,0,0,2,0,2,2,2,0,2,1,2,2,1,0,1,2,1
Walker West,1,Occupational Health Nursing,73000,2,2,0,0,2,2,0,1,0,2,1,1,1,0,2,2,2,1,2,2,1,0,2,0,1,0,0,2,2,0,0,1,2,0,1,2,0,1,2,2,1,2
Nell Burt,1,Critical Care Nurse,85000,1,2,0,1,1,0,0,2,2,0,0,2,0,1,1,0,0,2,2,2,0,2,0,1,0,1,2,2,0,1,0,1,0,0,2,2,2,2,1,2,1,0
Junior Shannon,1,Neonatal Nurse,88000,0,0,0,1,0,0,1,1,0,2,1,2,1,1,2,2,0,2,0,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,0,2,0,1
Linda Jason,1,Critical Care Nurse,85000,2,2,2,0,0,0,2,2,1,0,2,2,2,0,1,2,1,0,1,0,0,1,1,2,2,0,1,0,0,0,2,1,2,0,2,0,1,0,2,0,1,1
Donovan Regis,1,Surgical Nurse,78000,2,1,0,1,0,1,1,0,2,1,0,1,0,1,0,1,2,2,2,0,0,1,1,1,2,2,0,2,2,2,0,0,1,1,2,1,1,2,1,2,2,0
Antonia Phebe,1,Critical Care Nurse,85000,0,1,0,0,0,2,2,2,2,1,2,0,1,1,2,2,2,0,1,2,1,0,0,0,1,0,1,1,0,1,2,0,2,1,1,1,0,2,1,2,2,2
Shirley Shanna,1,Mental Health Nursing,72000,2,0,0,2,1,2,0,1,0,2,0,2,0,0,2,1,2,0,2,0,1,1,0,2,1,2,1,0,1,0,2,1,2,0,1,0,0,1,2,2,1,1
Lynn Arlie,1,Nurse Anesthetist,160000,1,1,0,0,2,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,2,0,2,2,2,0,2,0,2,1,1,1,2,1,2,2,2,0
Marcus Freeman,1,Health Informatics,95000,0,2,0,0,1,0,2,0,2,1,0,0,2,2,1,2,0,1,1,1,0,2,0,1,2,0,2,0,2,1,0,1,1,1,2,1,0,1,2,2,1,0
Autumn Artis,1,Licensed Practical Nurse,60000,0,0,0,2,0,0,2,1,0,1,2,2,1,0,0,0,2,0,2,1,0,0,1,1,1,2,2,1,2,2,1,0,0,0,2,1,1,1,0,1,2,0
Lucretia Deborah,1,Clinical Nurse Specialist,97000,0,0,1,2,0,0,0,0,2,1,0,2,1,0,0,2,0,1,2,2,2,1,2,2,2,0,2,2,0,0,1,1,2,1,2,0,2,1,1,0,2,1
Leisha Vida,1,Nursing Assistant,40000,2,0,1,0,1,0,0,0,0,1,0,0,1,1,2,0,0,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
Irvin Florence,1,Nursing Assistant,40000,2,1,0,1,2,0,2,2,2,2,0,1,2,2,0,1,0,2,1,0,2,0,2,0,1,2,0,0,2,2,0,1,2,2,0,1,1,2,0,2,2,1
Claudine Blaine,1,Public Health Nurse,65000,0,2,1,0,0,1,1,1,0,2,2,2,2,2,1,2,1,2,0,1,0,1,0,0,0,0,1,0,1,0,1,2,2,0,2,0,1,1,1,2,0,1
Maxwell Jerry,1,Cardiac Nursing,80000,1,0,1,1,1,0,2,1,0,0,1,1,1,0,2,2,2,2,2,1,0,1,1,1,2,0,1,1,1,0,2,0,2,1,0,1,2,1,1,1,0,1
Dominic Kurt,1,Surgical Nurse,78000,1,1,2,1,1,0,0,0,2,2,0,2,0,0,2,2,2,0,2,0,2,2,1,2,2,1,2,2,2,2,2,2,0,2,2,0,1,1,2,1,0,1
Jodie Emile,1,Health Informatics,95000,2,2,0,2,2,1,1,1,0,1,1,1,0,2,0,1,0,1,0,2,2,2,2,1,0,1,1,1,0,2,2,0,0,0,1,1,1,0,2,0,1,1
Wheeler Arvil,1,Nurse Educator,70000,1,1,0,2,1,0,2,1,0,0,2,1,1,2,2,1,1,2,0,2,2,0,0,1,2,2,2,2,0,2,0,0,2,0,0,0,1,1,0,0,1,0
Retha Francisca,1,Critical Care Nurse,85000,1,0,1,0,2,1,1,0,2,1,1,1,1,0,1,0,0,1,0,2,0,1,1,2,0,0,1,2,0,1,2,1,2,2,1,0,0,2,2,1,2,2
Millie Green,1,Nurse Anesthetist,160000,2,1,0,0,1,2,0,2,0,0,0,0,1,1,0,0,1,0,2,2,1,1,2,0,1,1,2,1,0,2,2,2,1,2,0,1,1,0,2,2,2,2
Ira Kirby,1,Mental Health Nursing,72000,2,2,1,1,2,1,1,1,1,2,2,0,2,2,1,2,2,1,2,2,0,0,0,2,2,0,0,1,2,1,2,1,0,1,2,1,0,0,0,1,2,1
Everette Bobbie,1,Gerontological Nursing,72000,0,2,2,0,1,0,1,2,0,2,0,1,2,0,2,1,0,1,0,0,2,2,1,2,2,1,1,1,0,2,0,0,2,0,0,0,0,1,1,2,0,1
Buddy Orval,1,Occupational Health Nursing,73000,1,1,1,1,1,1,1,0,0,0,2,1,1,2,0,1,1,2,1,2,2,2,1,2,2,2,1,0,2,2,2,0,2,1,0,0,0,1,1,2,1,1
Harold Federico,1,Critical Care Nurse,85000,0,2,1,2,2,2,1,1,0,0,1,1,0,2,1,0,2,2,0,1,0,1,0,1,1,2,2,1,2,2,0,1,2,2,0,1,2,2,0,2,1,0
Susana Lucious,1,Occupational Health Nursing,73000,0,0,2,0,2,1,1,2,0,2,1,0,0,0,0,1,1,1,0,0,2,0,0,0,2,1,1,1,0,1,1,2,2,2,0,2,2,2,0,1,0,2
Pamela Carolina,1,Mental Health Nursing,72000,1,0,0,2,2,0,2,0,0,1,2,0,1,1,2,1,1,2,2,2,1,2,1,0,0,2,1,0,2,0,1,1,1,2,2,0,0,0,0,0,2,2
Kimberley Raymon,1,Surgical Nurse,78000,1,2,2,2,1,0,0,1,0,2,2,0,0,2,1,2,2,0,2,0,2,1,0,0,0,1,0,0,1,0,0,2,2,0,2,1,2,0,0,2,0,0
Essie Emmett,1,Gerontological Nursing,72000,1,1,0,2,0,0,0,1,2,0,0,0,1,1,2,0,2,2,0,0,2,2,0,0,1,1,0,1,2,0,1,0,0,1,1,2,0,0,1,2,0,0
Cathleen Ford,1,Occupational Health Nursing,73000,1,1,0,2,2,1,2,0,1,0,1,2,0,1,1,1,1,2,0,1,1,2,0,1,2,1,1,0,0,0,1,2,2,1,0,0,0,0,2,0,1,0
Effie Randal,1,Emergency Nursing,82000,1,2,2,2,0,1,0,2,1,2,1,2,0,0,0,0,2,1,1,1,0,2,0,0,0,0,2,0,1,0,1,1,1,0,2,0,0,1,0,2,0,2
Lindsay Brittany,1,Emergency Nursing,82000,0,0,0,2,0,0,2,0,2,2,2,2,1,0,1,2,0,0,0,2,1,0,0,1,1,1,0,1,1,2,0,0,2,1,0,1,0,0,1,0,2,1
Roberta Harry,1,Nurse Practitioner,100000,2,2,2,0,2,1,1,1,1,2,0,0,0,1,1,0,2,1,1,0,2,0,2,2,1,0,0,2,2,1,1,1,0,2,1,1,1,1,2,2,1,1
Lynette Bertram,1,Labor and Delivery Nurse,90000,1,2,1,0,2,2,2,0,1,0,2,1,1,0,1,0,2,0,0,2,2,1,2,0,0,0,2,1,2,1,1,1,0,0,1,0,0,0,0,2,1,1
Noble Gonzalo,1,Licensed Practical Nurse,60000,1,1,2,2,0,2,0,2,2,2,0,2,1,2,2,1,2,2,1,0,2,0,0,2,2,2,1,2,0,1,1,0,2,1,0,1,2,2,2,0,1,2
Russel Wiley,1,Mental Health Nursing,72000,0,2,2,0,1,1,1,2,0,0,0,0,1,0,1,2,2,1,0,1,2,1,1,0,0,1,1,2,0,1,2,2,0,2,1,2,0,1,1,0,1,2
Donal Marsha,1,Pediatric Nursing,68000,2,2,0,2,2,0,2,0,2,0,2,1,2,0,1,1,2,1,0,2,0,2,1,2,2,2,1,2,0,0,1,0,0,1,0,0,2,1,1,1,2,0
Alba Jordan,1,Nursing Assistant,40000,2,2,0,0,0,2,1,0,0,0,2,2,2,0,2,2,0,1,0,1,0,1,0,0,1,2,1,2,2,0,0,1,1,1,1,1,2,2,1,0,1,1
Judy Foy,1,Mental Health Nursing,72000,0,0,0,0,2,1,2,1,1,2,1,0,1,1,1,1,1,1,1,2,2,0,0,2,0,2,1,0,0,2,2,0,1,2,2,0,1,0,0,1,1,0
Taylor Nita,1,Surgical Nurse,78000,0,1,1,2,2,1,2,1,0,0,1,2,0,1,1,2,2,2,2,2,1,1,0,1,0,1,1,0,0,0,0,1,2,1,1,2,0,0,0,0,1,2
Valentine Beulah,1,Registered Nurse,75000,1,0,0,1,1,0,0,0,1,2,1,2,2,1,2,2,2,0,0,1,0,1,0,0,1,1,2,2,2,0,2,0,2,1,1,0,1,1,1,0,2,2
Ingram Peggy,1,Public Health Nurse,65000,2,2,1,0,1,2,2,2,0,1,1,0,2,2,2,1,1,1,0,1,2,1,1,2,2,2,0,0,2,1,2,0,0,2,1,2,1,1,0,1,0,0
Scarlett Helene,1,Critical Care Nurse,85000,2,1,0,2,1,2,0,0,2,0,0,2,0,2,2,1,1,0,2,1,1,0,1,2,0,0,0,0,0,0,2,1,1,2,1,2,0,1,1,0,1,2
Toni Gus,1,Nurse Midwife,91000,1,0,1,2,2,0,2,0,1,2,1,1,0,1,0,0,2,0,0,0,0,0,0,2,1,1,1,2,0,2,0,2,1,1,1,2,2,2,0,1,2,0
Dennis Gideon,1,Registered Nurse,75000,1,1,0,1,0,2,1,2,1,0,2,1,0,1,0,1,1,0,1,0,0,0,0,1,1,2,1,2,0,2,0,2,1,1,0,1,2,1,0,1,1,1
Arie Monty,1,Health Informatics,95000,0,0,2,0,0,2,1,2,0,2,2,2,0,1,2,2,2,1,1,0,1,0,2,0,1,0,1,0,0,0,1,0,2,2,1,2,1,1,2,0,0,2
Leland Grace,1,Health Informatics,95000,1,2,2,2,2,0,1,0,0,1,0,0,0,0,1,1,1,0,2,1,2,2,0,0,1,1,0,2,1,0,1,0,0,2,0,2,2,2,1,1,1,1
Burt Ottis,1,Mental Health Nursing,72000,2,2,0,0,1,1,2,0,2,0,0,1,0,2,0,0,0,2,2,0,0,2,0,1,1,0,1,2,2,2,1,0,2,1,0,0,1,1,1,1,1,1
Monty Joyce,1,Occupational Health Nursing,73000,2,1,1,1,2,2,1,2,2,1,0,2,1,1,1,1,0,1,1,0,1,0,1,0,2,0,0,1,0,2,1,1,2,2,0,1,1,1,1,1,0,0
Annette Estelle,1,Nurse Anesthetist,160000,0,0,1,1,1,0,2,0,2,0,1,0,2,0,1,1,2,0,2,2,0,0,2,1,0,2,1,0,1,0,1,1,2,1,0,0,0,1,0,0,0,0
Adolph Lydia,1,Licensed Practical Nurse,60000,1,1,0,0,1,2,1,1,2,2,1,1,2,2,0,2,0,2,1,1,2,2,2,2,2,1,0,0,0,2,1,0,2,0,2,0,0,1,2,0,1,1
Braeden Donald,1,Registered Nurse,75000,1,0,0,1,1,2,1,1,0,0,2,1,1,0,1,1,1,0,1,1,1,0,1,0,2,2,0,0,0,2,0,2,0,1,0,0,2,0,2,2,1,2
Kermit Belinda,1,Nurse Practitioner,100000,2,1,0,2,1,1,1,1,1,1,2,2,2,1,1,1,0,2,1,2,1,1,2,1,2,2,0,1,2,1,1,2,0,1,2,0,0,1,2,2,1,0
Ossie Irving,1,Dialysis Nurse,74000,1,2,2,0,0,1,2,0,1,1,1,1,0,0,1,2,1,2,2,1,0,2,2,1,2,2,2,1,0,0,0,2,1,2,1,1,1,1,2,0,0,0
Henrietta Donnie,1,Licensed Practical Nurse,60000,1,2,2,2,2,0,2,0,0,0,0,0,0,1,0,2,0,1,2,1,2,2,0,1,2,1,0,1,2,2,1,1,2,1,2,1,0,1,0,0,2,0
Annetta Adeline,1,Health Informatics,95000,0,1,0,0,0,0,0,1,2,2,2,2,1,1,1,0,0,0,0,1,1,2,2,2,2,0,0,2,0,2,0,0,2,1,2,2,0,0,2,0,2,2
Ozella Jonah,1,Critical Care Nurse,85000,1,1,1,2,1,2,0,2,2,0,0,1,2,2,1,2,0,2,2,1,0,0,1,2,1,2,1,0,1,1,0,2,2,0,1,0,0,2,1,2,2,2
Jonathan Josephine,1,Registered Nurse,75000,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,2,1,2,2,0,2,0,2,1,2,2,1,0,0,2,2,1,1,0,1,2,1,2,0,0
Tawanda Damian,1,Emergency Nursing,82000,2,2,1,2,1,2,1,0,0,1,0,1,2,1,0,2,1,2,2,0,0,1,0,2,2,2,1,2,1,1,2,0,2,2,1,0,2,2,1,2,2,1
Melvina Houston,1,Critical Care Nurse,85000,0,2,0,1,0,2,1,2,2,1,1,0,0,1,1,2,0,0,1,2,2,0,0,0,2,0,0,1,1,1,0,2,0,2,0,1,1,0,1,0,0,1
Cynthia Elijah,1,Nurse Educator,70000,1,0,2,0,1,1,1,0,1,1,2,2,1,0,0,2,0,0,2,2,1,2,2,1,2,1,1,0,1,1,1,2,0,0,0,0,0,2,2,0,0,0
Ciera Wilton,1,Mental Health Nursing,72000,2,2,1,2,1,1,0,2,1,1,1,0,0,2,0,2,0,2,0,1,1,1,2,0,0,2,2,0,2,2,2,2,1,2,1,2,2,1,0,2,2,2
Curtis Leanne,1,Nurse Anesthetist,160000,1,2,2,0,0,1,2,2,2,2,0,0,1,1,0,2,0,1,2,1,0,2,2,1,1,2,2,0,2,0,1,0,2,2,2,2,1,2,1,1,2,1
Kelly Cathie,1,Mental Health Nursing,72000,2,0,2,2,0,0,2,2,0,0,2,0,0,2,2,2,0,1,0,0,2,2,2,1,0,1,0,1,0,0,1,0,0,2,2,2,2,0,2,0,0,2
Allie Luis,1,Critical Care Nurse,85000,0,2,0,2,1,2,2,0,0,2,1,0,2,2,0,2,2,0,0,2,2,2,1,2,0,2,1,2,2,2,0,2,0,0,0,0,0,2,2,1,1,1
Ether Amber,1,Nursing Assistant,40000,2,0,2,1,0,2,0,1,0,2,0,1,0,0,1,1,2,0,1,1,2,0,1,0,2,2,1,2,2,2,1,1,2,1,0,0,1,2,0,1,2,0
Rakeem Laurie,1,Clinical Nurse Specialist,97000,2,0,0,0,1,1,0,1,2,1,2,0,2,1,0,0,2,2,1,0,2,2,0,2,0,2,0,1,0,1,2,2,2,0,2,2,2,1,2,1,2,1
Rollie Bonnie,1,Health Informatics,95000,0,0,2,2,0,2,1,0,2,2,1,0,1,1,0,0,1,0,1,0,2,1,0,2,1,0,0,0,0,2,1,2,2,0,2,1,1,1,2,2,1,1
Delphia Chester,1,Nurse Anesthetist,160000,0,1,2,2,2,1,0,1,1,1,0,2,0,1,2,0,1,1,1,1,2,1,0,2,1,1,2,2,2,1,2,2,0,1,2,2,1,2,1,0,0,2
Thea Lynn,1,Cardiac Nursing,80000,2,0,0,1,2,0,0,2,2,0,1,1,1,2,2,1,1,1,0,0,2,1,0,1,0,2,0,1,0,0,1,0,0,2,0,0,0,1,1,2,0,0
Leland Isiah,1,Nurse Midwife,91000,1,0,1,0,0,1,2,2,1,1,1,0,0,1,0,1,0,2,2,0,1,1,2,0,0,0,0,0,0,1,1,2,2,2,2,2,2,0,2,1,0,1
Sharonda Stacy,1,Emergency Nursing,82000,2,2,2,1,0,0,2,1,1,1,1,2,2,2,2,0,2,0,1,0,1,0,1,0,1,2,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
